,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
1863,Chrysler,200 C,2015,44000.0,E85 Flex Fuel,295.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Black,At least 1 accident or damage reported,Yes,12700.0
1864,Hummer,H2 Base,2003,109000.0,Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,17500.0
1865,BMW,M4 Base,2020,31350.0,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Orange,None reported,Yes,62450.0
1866,Audi,Q8 55 Premium Plus,2021,30000.0,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Black,None reported,Yes,62000.0
1867,Land,Rover Range Rover HSE,2012,66500.0,Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,19950.0
1868,Nissan,Frontier SV,2012,96600.0,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,Black,At least 1 accident or damage reported,Yes,17000.0
1869,Toyota,Highlander LE Plus,2015,198000.0,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,14000.0
1870,Audi,S4 3.0T Premium Plus,2013,91877.0,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Red,At least 1 accident or damage reported,Yes,24000.0
1871,Ford,Expedition Max Limited,2018,45578.0,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,–,None reported,Yes,45023.0
1872,BMW,228 i,2015,54000.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Red,At least 1 accident or damage reported,Yes,19996.0
1873,Land,Rover Range Rover Sport HST MHEV,2020,52000.0,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Black,None reported,Yes,55000.0
1874,Mercedes-Benz,E-Class AMG E 53,2020,23044.0,Hybrid,3.0 Liter Turbo,Automatic,Emerald Green Metallic,Black/Saddle Brown,None reported,Yes,72598.0
1875,Porsche,911 Carrera,2008,132500.0,Gasoline,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,35000.0
1876,Dodge,Dakota SLT Quad Cab,2006,256000.0,Gasoline,4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,4000.0
1877,Mercedes-Benz,SL-Class SL63 AMG Roadster,2009,31370.0,Gasoline,518.0HP 6.3L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Brown,None reported,Yes,65700.0
1878,Chrysler,Sebring LX,2008,67303.0,Gasoline,173.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Blue,None reported,Yes,4900.0
1879,Chevrolet,Corvette Stingray w/3LT,2021,12000.0,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,99900.0
1880,Ford,Bronco Outer Banks,2023,16500.0,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,54000.0
1881,Toyota,Tacoma TRD Pro,2018,28800.0,Gasoline,"3.5L V-6 port/direct injection, DOHC, VVT-iE variable valve cont","Manual, 6-Spd",–,Black,None reported,Yes,42900.0
1882,RAM,ProMaster 2500 High Roof,2019,88000.0,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,39900.0
1883,Ford,Shelby GT350 Base,2018,18515.0,Gasoline,526.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,At least 1 accident or damage reported,Yes,60867.0
1884,Tesla,Model 3 Performance,2018,92813.0,,271.0HP Electric Motor Electric Fuel System,1-Speed A/T,Red,Black,None reported,Yes,30499.0
1885,Land,Rover Range Rover P530 SE LWB 7 Seat,2023,2100.0,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Beige,None reported,Yes,172000.0
1886,Volvo,XC60 T6 Inscription,2019,58600.0,Gasoline,330.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,White,At least 1 accident or damage reported,Yes,29000.0
1887,Lexus,LS 460 Crafted Line,2015,74500.0,Gasoline,386.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,33900.0
1888,Tesla,Model S 100D,2018,33500.0,,518.0HP Electric Motor Electric Fuel System,A/T,Gray,Black,None reported,Yes,51900.0
1889,Cadillac,XT6 Premium Luxury AWD,2023,222.0,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,69000.0
1890,Chevrolet,Avalanche 1500 LTZ,2007,75124.0,E85 Flex Fuel,310.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Red,Gray,None reported,Yes,16499.0
1891,Chevrolet,Corvette Grand Sport,2013,15500.0,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Blue,None reported,Yes,45000.0
1892,Audi,Q8 55 Premium,2020,34300.0,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Brown,None reported,Yes,52500.0
1893,Honda,Odyssey Elite,2019,82000.0,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Silver,Black,None reported,Yes,32471.0
1894,Acura,TLX,2023,3389.0,Gasoline,2.0 Liter DOHC Turbo,Automatic,Platinum White Pearl,Black,None reported,Yes,38598.0
1895,Porsche,Cayenne GTS Coupe AWD,2023,10000.0,Gasoline,453.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,145000.0
1896,Cadillac,STS V6,2005,96000.0,Gasoline,260.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,Brown,At least 1 accident or damage reported,Yes,4999.0
1897,Dodge,Charger R/T,2021,7751.0,Gasoline,370.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,41950.0
1898,Audi,RS 7 4.0T Performance Prestige,2017,66250.0,Gasoline,605.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,59200.0
1899,Lexus,CT 200h Premium,2012,109000.0,Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,Black,At least 1 accident or damage reported,Yes,14945.0
1900,Hyundai,Genesis Coupe 3.8 Base,2015,60000.0,Gasoline,348.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,17000.0
1901,Tesla,Model S Performance,2020,14700.0,,778.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Black,None reported,Yes,63000.0
1902,Mercedes-Benz,E-Class E 350 4MATIC,2022,9006.0,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,56999.0
1903,Toyota,GR86 Base,2022,13400.0,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,33499.0
1904,Porsche,Macan S,2020,28570.0,Gasoline,3.0 Liter Turbo,Automatic,White,Black,None reported,Yes,55998.0
1905,Dodge,Durango SRT,2018,78000.0,Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,44700.0
1906,Lexus,LX 570 Base,2013,134000.0,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,Yes,29995.0
1907,Kia,Optima Hybrid EX,2013,104994.0,Hybrid,199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,6-Speed A/T,Black,Beige,None reported,Yes,9000.0
1908,Bentley,Continental GT V8 S,2016,31500.0,Gasoline,521.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,103900.0
1909,Alfa,Romeo Giulia Base,2020,30000.0,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,–,None reported,Yes,28900.0
1910,Lexus,LX 600 F SPORT,2023,490.0,Gasoline,409.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,124999.0
1911,Porsche,Taycan Turbo,2020,18000.0,,616.0HP Electric Motor Electric Fuel System,A/T,Silver,Black,None reported,Yes,105000.0
1912,Toyota,Sequoia Limited,2017,67000.0,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Gray,None reported,Yes,37999.0
1913,Kia,K5 EX,2021,8263.0,Gasoline,180.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,White,None reported,Yes,29000.0
1914,RAM,1500 Big Horn,2021,35003.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Bright White Clearcoat,Diesel Gray / Black,None reported,Yes,40999.0
1915,Chevrolet,Corvette Base,2008,80000.0,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,None reported,Yes,31000.0
1916,Chevrolet,Corvette Stingray w/1LT,2022,6200.0,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Brown,Black,None reported,Yes,99999.0
1917,Jaguar,F-TYPE S,2014,74595.0,Gasoline,495.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Black,At least 1 accident or damage reported,Yes,32450.0
1918,Audi,A7 3.0T Prestige,2013,87066.0,Gasoline,310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,20999.0
1919,Audi,Q8 3.0T Prestige,2019,38360.0,Gasoline,3.0L V6 24V GDI DOHC Turbo,8-Speed Automatic,Orca Black Metallic,Black,None reported,Yes,49936.0
1920,Kia,Telluride SX,2020,38000.0,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Beige,None reported,Yes,41999.0
1921,Toyota,Camry Hybrid XLE,2018,69641.0,Hybrid,208.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,23995.0
1922,Toyota,GR86 Premium,2022,1275.0,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,47999.0
1923,BMW,M3 Base,2001,60000.0,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Gray,None reported,Yes,25000.0
1924,Jeep,Wrangler Rubicon,2014,99450.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,21000.0
1925,Toyota,Tundra Hybrid Capstone,2023,200.0,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Blue,White,None reported,Yes,82500.0
1926,Porsche,Panamera 4 Edition,2016,68000.0,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,32950.0
1927,Lexus,GS 350 Base,2010,212000.0,Gasoline,303.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,Yes,9450.0
1928,GMC,Sierra 3500 Denali,2019,73091.0,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,58500.0
1929,Kia,Niro Plug-In Hybrid EX,2023,9400.0,Plug-In Hybrid,180.0HP 1.6L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Black,Black,None reported,Yes,31500.0
1930,Porsche,Cayenne Base,2014,117697.0,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,16975.0
1931,Mercedes-Benz,S-Class S 65 AMG,2015,95428.0,Gasoline,621.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,Silver,Silver,None reported,Yes,55000.0
1932,Lexus,GX 460 Premium,2017,116300.0,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,None reported,Yes,31950.0
1933,Acura,MDX Sport Hybrid 3.0L w/Technology Package,2019,56778.0,Hybrid,321.0HP 3.0L V6 Cylinder Engine Gas/Electric Hybrid,7-Speed A/T,Black,Black,None reported,Yes,41899.0
1934,Audi,Q5 S line Premium Plus,2023,5682.0,Hybrid,2.0 Liter TFSI,Automatic,Chronos Gray,Gray,None reported,Yes,48698.0
1935,BMW,530 i,2017,37000.0,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,31000.0
1936,Kia,Forte Koup EX,2015,103748.0,Gasoline,173.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,8500.0
1937,Toyota,Sequoia Limited,2005,86000.0,Gasoline,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,–,None reported,Yes,22500.0
1938,Land,Rover LR4 HSE,2013,125900.0,Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,21000.0
1939,Nissan,Titan SV,2023,6200.0,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Gray,None reported,Yes,48000.0
1940,Ford,F-250 Lariat,2019,85000.0,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,52500.0
1941,Mercedes-Benz,AMG GT AMG GT,2017,19324.0,Gasoline,456.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,75000.0
1942,Cadillac,Escalade Platinum,2018,49273.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,54000.0
1943,Tesla,Model 3 Standard Range Plus,2019,42094.0,,Electric Motor Electric Fuel System,A/T,White,White,None reported,Yes,32000.0
1944,BMW,M3 Base,2017,44000.0,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Black,None reported,Yes,55000.0
1945,Chevrolet,Cruze LT,2012,148377.0,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,5500.0
1946,Dodge,Challenger SRT8,2010,70000.0,Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Black,None reported,Yes,22000.0
1947,Mercedes-Benz,Sprinter 2500,2016,143290.0,Diesel,161.0HP 2.1L 4 Cylinder Engine Diesel Fuel,A/T,White,Black,None reported,Yes,33490.0
1948,Ford,F-350 Platinum,2019,69205.0,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,73500.0
1949,Chevrolet,Tahoe LTZ,2015,123500.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Brown,None reported,Yes,25650.0
1950,Audi,Q7 3.0T Prestige,2018,70773.0,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,30950.0
1951,Jeep,Patriot Latitude,2015,109000.0,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,7599.0
1952,INFINITI,QX70 Base,2014,71097.0,Gasoline,325.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,18995.0
1953,BMW,X5 xDrive35i,2013,76309.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,12000.0
1954,Tesla,Model 3,2018,26609.0,,Electric,Automatic,Gray,–,None reported,Yes,36998.0
1955,Land,Rover Range Rover P400 SE LWB 7 Seat,2023,4126.0,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,Beige,None reported,Yes,155000.0
1956,Nissan,240SX Base,1996,160490.0,–,–,5-Speed M/T,Gray,Black,None reported,Yes,15500.0
1957,Cadillac,ATS 2.5L,2014,80400.0,Gasoline,202.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,15000.0
1958,Toyota,RAV4 Base,2010,123620.0,Gasoline,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,9900.0
1959,Acura,TSX Technology,2011,187883.0,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,5500.0
1960,Mercedes-Benz,G-Class G 550 4MATIC,2020,45000.0,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,133000.0
1961,Honda,Civic Sport,2022,25420.0,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Red,Gray,None reported,Yes,24500.0
1962,BMW,M3 Base,2011,129999.0,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,29999.0
1963,BMW,M3 Base,2008,41048.0,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,38490.0
1964,Nissan,Cube 1.8 S,2010,72500.0,Gasoline,122.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Brown,Black,None reported,Yes,6750.0
1965,RAM,ProMaster 3500 Tradesman,2014,143390.0,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,–,None reported,Yes,13000.0
1966,Acura,RDX Base,2018,68425.0,Gasoline,279.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,–,At least 1 accident or damage reported,Yes,23500.0
1967,Toyota,4Runner Limited,2018,95000.0,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Brown,None reported,Yes,33000.0
1968,RAM,1500 Limited,2019,29000.0,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,49500.0
1969,Chevrolet,Corvette Base,2003,145000.0,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,22000.0
1970,Land,Rover Defender 110 SE,2020,29700.0,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Green,Black,None reported,Yes,68000.0
1971,Jeep,Grand Cherokee Laredo,2011,98658.0,Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Gray,None reported,Yes,14995.0
1972,Volvo,S80 T6,2009,97615.0,Gasoline,281.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Gray,None reported,Yes,10500.0
1973,Porsche,Cayenne S,2014,36000.0,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,37000.0
1974,Mazda,CX-30 Select,2021,61874.0,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Jet Black Mica,Black,None reported,Yes,22389.0
1975,Chrysler,Town & Country Touring,2012,74582.0,E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,–,None reported,Yes,8500.0
1976,INFINITI,FX37 Base,2013,51500.0,Gasoline,325.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,23900.0
1977,Toyota,FJ Cruiser Base,2007,193827.0,Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,14950.0
1978,Chevrolet,Silverado 1500 LT,2019,53433.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,36950.0
1979,Mercedes-Benz,C-Class C 63 AMG,2012,103000.0,Gasoline,451.0HP 6.3L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,40000.0
1980,BMW,428 Gran Coupe i xDrive,2016,59000.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,At least 1 accident or damage reported,Yes,20999.0
1981,Lexus,GX 460 Premium,2017,82000.0,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Brown,None reported,Yes,32900.0
1982,Porsche,Panamera Edition,2016,60000.0,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,45000.0
1983,Cadillac,Escalade ESV Platinum,2017,93971.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,47000.0
1984,Lexus,IS 350 Base,2015,62600.0,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,27500.0
1985,Mercedes-Benz,E-Class E 350 4MATIC,2014,84450.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Beige,None reported,Yes,19000.0
1986,Audi,Q5 S line Premium,2022,18099.0,Hybrid,2.0 Liter TFSI,Automatic,Daytona Gray,Gray,None reported,Yes,40798.0
1987,Mercedes-Benz,E-Class E 350 4MATIC,2014,76500.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,17999.0
1988,Chevrolet,Camaro 1LT,2017,74000.0,Gasoline,275.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Yellow,Black,None reported,Yes,19800.0
1989,RAM,1500 Laramie,2022,15607.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Billet Silver Metallic Clearcoat,Black,None reported,Yes,45999.0
1990,Chevrolet,Silverado 1500 1LZ,2014,111095.0,E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,26000.0
1991,Toyota,Camry Solara SLE,2007,37216.0,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,14995.0
1992,Jaguar,F-TYPE S,2015,25786.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gray,None reported,Yes,38500.0
1993,Jeep,Gladiator Sport,2021,15520.0,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Sting Gray Clearcoat,Black,None reported,Yes,40459.0
1994,RAM,1500 Big Horn,2021,49583.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Billet Silver Metallic Clearcoat,Black,None reported,Yes,42816.0
1995,Porsche,Cayenne Diesel,2015,97300.0,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,Black,Black,None reported,Yes,29995.0
1996,Chevrolet,Camaro Base,2002,89000.0,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,10400.0
1997,Porsche,Cayenne S,2015,52111.0,Gasoline,420.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,37500.0
1998,Dodge,Challenger R/T Scat Pack,2019,75800.0,Gasoline,6.4 Liter,Automatic,Gray,Black,None reported,Yes,35998.0
1999,Lexus,ES 350 Base,2010,113500.0,Gasoline,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,11000.0
2000,Audi,Q3 2.0T Premium Plus,2015,155382.0,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,Gray,At least 1 accident or damage reported,Yes,13500.0
2001,Mercedes-Benz,E-Class E 550,2016,49643.0,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,33995.0
2002,BMW,650 i xDrive,2015,76474.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,32000.0
2003,Porsche,Cayman Base,2016,10431.0,Gasoline,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Black,None reported,Yes,50999.0
2004,INFINITI,FX50 Base,2009,190120.0,Gasoline,390.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,12500.0
2005,Ford,F-150 XLT,2020,92000.0,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,29999.0
2006,Chevrolet,Camaro 2LT,2017,24000.0,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,Yes,32000.0
2007,RAM,1500 Big Horn,2020,25396.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Maximum Steel Metallic,Black,None reported,Yes,43250.0
2008,Chevrolet,Silverado 2500 H/D,2001,167000.0,Gasoline,300.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,6500.0
2009,RAM,1500 Laramie,2022,18645.0,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Diamond Black,Black,None reported,Yes,49700.0
2010,Porsche,911 Turbo,2018,28470.0,Gasoline,540.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,147500.0
2011,Ford,Mustang V6,2016,54000.0,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,23999.0
2012,Hyundai,Accent GL,2003,83000.0,Gasoline,104.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,M/T,Blue,Gray,None reported,Yes,2900.0
2013,Audi,Q5 S line Premium Plus,2022,10071.0,Hybrid,2.0 Liter TFSI,Automatic,Mythos Black Metallic,Black,None reported,Yes,40598.0
2014,Ford,F-150 XLT,2021,43329.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Carbonized Gray Metallic,Black,None reported,Yes,43642.0
